Atomic Li wave function in real space
Atomic number
  3
Total number of orbitals
 15
The [2S] state electronic configuration
Number of up, downspin electrons, determinants 
  2  1   252
    0.387420838392940E-11
    0.403321624511933E-11
    0.419873768870304E-11
    0.437103919514043E-11
    0.455039813771610E-11
    0.473710322754727E-11
    0.493145497676482E-11
    0.513376618060926E-11
    0.534436241921383E-11
    0.556358257987870E-11
    0.579177940067254E-11
    0.602932003623235E-11
    0.627658664666773E-11
    0.653397701051291E-11
    0.680190516270809E-11
    0.708080205863204E-11
    0.737111626524957E-11
    0.767331468048047E-11
    0.798788328194234E-11
    0.831532790626635E-11
    0.865617506023382E-11
    0.901097276503292E-11
    0.938029143498741E-11
    0.976472479216439E-11
    0.101648908183262E-10
    0.105814327457505E-10
    0.110150200885052E-10
    0.114663497158301E-10
    0.119361469693433E-10
    0.124251668258621E-10
    0.129341951076997E-10
    0.134640497423763E-10
    0.140155820737610E-10
    0.145896782267447E-10
    0.151872605276281E-10
    0.158092889824996E-10
    0.164567628159710E-10
    0.171307220727322E-10
    0.178322492844919E-10
    0.185624712049722E-10
    0.193225606157328E-10
    0.201137382057204E-10
    0.209372745275478E-10
    0.217944920336375E-10
    0.226867671954888E-10
    0.236155327094613E-10
    0.245822797926051E-10
    0.255885605722150E-10
    0.266359905729324E-10
    0.277262513053769E-10
    0.288610929604515E-10
    0.300423372136351E-10
    0.312718801437505E-10
    0.325516952708801E-10
    0.338838367182938E-10
    0.352704425034481E-10
    0.367137379633260E-10
    0.382160393196014E-10
    0.397797573893311E-10
    0.414074014471187E-10
    0.431015832449283E-10
    0.448650211959843E-10
    0.467005447294540E-10
    0.486110988228814E-10
    0.505997487196286E-10
    0.526696848388748E-10
    0.548242278860294E-10
    0.570668341717413E-10
    0.594011011480166E-10
    0.618307731703027E-10
    0.643597474947645E-10
    0.669920805203483E-10
    0.697319942856231E-10
    0.725838832307990E-10
    0.755523212357424E-10
    0.786420689452517E-10
    0.818580813933165E-10
    0.852055159385632E-10
    0.886897405235824E-10
    0.923163422713581E-10
    0.960911364325565E-10
    0.100020175697987E-09
    0.104109759891143E-09
    0.108366446056329E-09
    0.112797058958522E-09
    0.117408702011758E-09
    0.122208768653541E-09
    0.127204954183475E-09
    0.132405268085056E-09
    0.137818046850337E-09
    0.143451967328003E-09
    0.149316060616197E-09
    0.155419726522330E-09
    0.161772748613016E-09
    0.168385309878213E-09
    0.175268009034615E-09
    0.182431877494409E-09
    0.189888397026522E-09
    0.197649518138618E-09
    0.205727679209271E-09
    0.214135826400904E-09
    0.222887434385360E-09
    0.231996527915265E-09
    0.241477704275692E-09
    0.251346156652037E-09
    0.261617698451506E-09
    0.272308788617109E-09
    0.283436557974660E-09
    0.295018836654934E-09
    0.307074182634849E-09
    0.319621911443326E-09
    0.332682127079347E-09
    0.346275754191679E-09
    0.360424571571718E-09
    0.375151247013065E-09
    0.390479373593544E-09
    0.406433507437754E-09
    0.423039207020513E-09
    0.440323074074085E-09
    0.458312796164615E-09
    0.477037191005877E-09
    0.496526252581200E-09
    0.516811199147358E-09
    0.537924523197203E-09
    0.559900043460923E-09
    0.582772959029138E-09
    0.606579905684367E-09
    0.631359014530959E-09
    0.657149973017278E-09
    0.683994088447710E-09
    0.711934354086078E-09
    0.741015517956174E-09
    0.771284154449456E-09
    0.802788738854383E-09
    0.835579724926616E-09
    0.869709625624124E-09
    0.905233097136269E-09
    0.942207026341278E-09
    0.980690621831960E-09
    0.102074550865516E-08
    0.106243582691653E-08
    0.110582833440824E-08
    0.115099251342368E-08
    0.119800068193008E-08
    0.124692810927667E-08
    0.129785313662344E-08
    0.135085730228311E-08
    0.140602547217656E-08
    0.146344597561048E-08
    0.152321074659422E-08
    0.158541547092173E-08
    0.165015973925388E-08
    0.171754720644574E-08
    0.178768575737365E-08
    0.186068767952714E-08
    0.193666984264160E-08
    0.201575388565882E-08
    0.209806641131448E-08
    0.218373918866332E-08
    0.227290936386598E-08
    0.236571967957442E-08
    0.246231870326645E-08
    0.256286106489456E-08
    0.266750770422867E-08
    0.277642612828844E-08
    0.288979067927625E-08
    0.300778281343943E-08
    0.313059139130719E-08
    0.325841297976618E-08
    0.339145216645764E-08
    0.352992188699826E-08
    0.367404376554798E-08
    0.382404846926892E-08
    0.398017607724176E-08
    0.414267646442929E-08
    0.431180970130064E-08
    0.448784646975464E-08
    0.467106849600719E-08
    0.486176900113412E-08
    0.506025316998950E-08
    0.526683863924868E-08
    0.548185600535589E-08
    0.570564935318777E-08
    0.593857680627765E-08
    0.618101109947972E-08
    0.643334017498763E-08
    0.669596780266013E-08
    0.696931422564457E-08
    0.725381683232939E-08
    0.754993085569952E-08
    0.785813010121142E-08
    0.817890770435053E-08
    0.851277691908149E-08
    0.886027193844993E-08
    0.922194874864707E-08
    0.959838601790109E-08
    0.999018602161456E-08
    0.103979756052260E-07
    0.108224071863333E-07
    0.112641597976785E-07
    0.117239401726606E-07
    0.122024838751102E-07
    0.127005564751273E-07
    0.132189547728640E-07
    0.137585080722029E-07
    0.143200795063658E-07
    0.149045674175701E-07
    0.155129067929346E-07
    0.161460707589273E-07
    0.168050721367419E-07
    0.174909650610848E-07
    0.182048466649581E-07
    0.189478588331265E-07
    0.197211900270692E-07
    0.205260771843270E-07
    0.213638076952795E-07
    0.222357214605041E-07
    0.231432130320040E-07
    0.240877338417182E-07
    0.250707945208746E-07
    0.260939673138841E-07
    0.271588885906292E-07
    0.282672614611557E-07
    0.294208584969398E-07
    0.306215245630720E-07
    0.318711797658771E-07
    0.331718225206735E-07
    0.345255327445647E-07
    0.359344751793577E-07
    0.374009028499092E-07
    0.389271606634142E-07
    0.405156891553811E-07
    0.421690283882666E-07
    0.438898220089880E-07
    0.456808214717863E-07
    0.475448904331709E-07
    0.494850093259590E-07
    0.515042801197007E-07
    0.536059312750813E-07
    0.557933229002000E-07
    0.580699521169493E-07
    0.604394586460439E-07
    0.629056306196108E-07
    0.654724106306019E-07
    0.681439020286729E-07
    0.709243754725647E-07
    0.738182757494331E-07
    0.768302288719875E-07
    0.799650494647612E-07
    0.832277484512735E-07
    0.866235410543398E-07
    0.901578551222734E-07
    0.938363397942510E-07
    0.976648745186377E-07
    0.101649578438652E-06
    0.105796820160310E-06
    0.110113227918219E-06
    0.114605700155404E-06
    0.119281416534025E-06
    0.124147849394514E-06
    0.129212775681385E-06
    0.134484289354710E-06
    0.139970814307020E-06
    0.145681117806191E-06
    0.151624324485729E-06
    0.157809930904723E-06
    0.164247820700628E-06
    0.170948280359026E-06
    0.177922015625431E-06
    0.185180168585283E-06
    0.192734335439297E-06
    0.200596585002454E-06
    0.208779477956074E-06
    0.217296086883590E-06
    0.226160017121903E-06
    0.235385428461493E-06
    0.244987057729773E-06
    0.254980242293649E-06
    0.265380944518613E-06
    0.276205777223303E-06
    0.287472030169967E-06
    0.299197697632987E-06
    0.311401507089238E-06
    0.324102949075939E-06
    0.337322308263411E-06
    0.351080695792146E-06
    0.365400082925573E-06
    0.380303336071963E-06
    0.395814253231164E-06
    0.411957601924017E-06
    0.428759158664727E-06
    0.446245750038862E-06
    0.464445295452250E-06
    0.483386851618585E-06
    0.503100658856453E-06
    0.523618189269218E-06
    0.544972196884267E-06
    0.567196769831178E-06
    0.590327384641641E-06
    0.614400962757235E-06
    0.639455929334770E-06
    0.665532274442434E-06
    0.692671616743828E-06
    0.720917269770862E-06
    0.750314310890632E-06
    0.780909653075546E-06
    0.812752119590554E-06
    0.845892521715795E-06
    0.880383739627832E-06
    0.916280806567645E-06
    0.953640996428718E-06
    0.992523914903897E-06
    0.103299159433545E-05
    0.107510859241842E-05
    0.111894209491364E-05
    0.116456202253283E-05
    0.121204114216506E-05
    0.126145518262048E-05
    0.131288295507449E-05
    0.136640647840273E-05
    0.142211110960522E-05
    0.148008567952570E-05
    0.154042263408080E-05
    0.160321818122216E-05
    0.166857244386378E-05
    0.173658961901602E-05
    0.180737814337769E-05
    0.188105086564759E-05
    0.195772522582756E-05
    0.203752344179994E-05
    0.212057270347387E-05
    0.220700537480656E-05
    0.229695920401824E-05
    0.239057754233209E-05
    0.248800957158387E-05
    0.258941054106006E-05
    0.269494201393738E-05
    0.280477212371193E-05
    0.291907584102155E-05
    0.303803525128149E-05
    0.316183984356997E-05
    0.329068681121844E-05
    0.342478136457883E-05
    0.356433705645971E-05
    0.370957612074285E-05
    0.386072982471185E-05
    0.401803883564674E-05
    0.418175360225971E-05
    0.435213475157106E-05
    0.452945350184793E-05
    0.471399209225390E-05
    0.490604422988296E-05
    0.510591555487925E-05
    0.531392412437127E-05
    0.553040091597927E-05
    0.575569035168447E-05
    0.599015084288105E-05
    0.623415535746413E-05
    0.648809200984217E-05
    0.675236467479732E-05
    0.702739362615469E-05
    0.731361620126033E-05
    0.761148749230813E-05
    0.792148106559727E-05
    0.824408970984683E-05
    0.857982621473827E-05
    0.892922418090530E-05
    0.929283886263955E-05
    0.967124804463167E-05
    0.100650529541228E-04
    0.104748792098955E-04
    0.109013778095942E-04
    0.113452261569238E-04
    0.118071291303417E-04
    0.122878201949227E-04
    0.127880625591491E-04
    0.133086503784478E-04
    0.138504100073765E-04
    0.144142013024377E-04
    0.150009189775865E-04
    0.156114940145825E-04
    0.162468951304335E-04
    0.169081303042701E-04
    0.175962483408963E-04
    0.183123404129977E-04
    0.190575420724115E-04
    0.198330347971786E-04
    0.206400479118800E-04
    0.214798605196371E-04
    0.223538035092192E-04
    0.232632616443325E-04
    0.242096757388018E-04
    0.251945449166164E-04
    0.262194289630009E-04
    0.272859507714615E-04
    0.283957988867624E-04
    0.295507301508710E-04
    0.307525724549496E-04
    0.320032276014624E-04
    0.333046742815496E-04
    0.346589711704900E-04
    0.360682601478069E-04
    0.375347696460456E-04
    0.390608181334682E-04
    0.406488177360005E-04
    0.423012780039700E-04
    0.440208098293010E-04
    0.458101295191616E-04
    0.476720630322153E-04
    0.496095503839403E-04
    0.516256502276616E-04
    0.537235446182318E-04
    0.559065439655662E-04
    0.581780921855010E-04
    0.605417720557681E-04
    0.630013107851269E-04
    0.655605858040533E-04
    0.682236307856770E-04
    0.709946419060120E-04
    0.738779843528718E-04
    0.768781990932068E-04
    0.800000099089870E-04
    0.832483307121360E-04
    0.866282731494355E-04
    0.901451545087210E-04
    0.938045059381281E-04
    0.976120809905956E-04
    0.101573864506293E-03
    0.105696081846142E-03
    0.109985208490062E-03
    0.114447980014123E-03
    0.119091402461297E-03
    0.123922763121072E-03
    0.128949641733768E-03
    0.134179922135974E-03
    0.139621804364150E-03
    0.145283817234078E-03
    0.151174831414512E-03
    0.157304073014049E-03
    0.163681137700956E-03
    0.170316005376426E-03
    0.177219055422488E-03
    0.184401082546594E-03
    0.191873313245694E-03
    0.199647422913474E-03
    0.207735553615295E-03
    0.216150332556258E-03
    0.224904891268769E-03
    0.234012885546924E-03
    0.243488516156023E-03
    0.253346550346572E-03
    0.263602344203170E-03
    0.274271865859780E-03
    0.285371719614014E-03
    0.296919170974252E-03
    0.308932172674550E-03
    0.321429391693666E-03
    0.334430237315672E-03
    0.347954890271057E-03
    0.362024332998534E-03
    0.376660381069204E-03
    0.391885715816163E-03
    0.407723918214162E-03
    0.424199504055456E-03
    0.441337960469568E-03
    0.459165783836352E-03
    0.477710519143422E-03
    0.497000800840716E-03
    0.517066395246818E-03
    0.537938244563441E-03
    0.559648512556396E-03
    0.582230631963294E-03
    0.605719353690278E-03
    0.630150797862023E-03
    0.655562506791492E-03
    0.681993499937984E-03
    0.709484330924274E-03
    0.738077146685932E-03
    0.767815748828168E-03
    0.798745657268054E-03
    0.830914176242312E-03
    0.864370462763386E-03
    0.899165597609117E-03
    0.935352658933918E-03
    0.972986798591954E-03
    0.101212532126573E-02
    0.105282776649605E-02
    0.109515599371235E-02
    0.113917427036512E-02
    0.118494936326518E-02
    0.123255063323753E-02
    0.128205013320047E-02
    0.133352270978391E-02
    0.138704610860369E-02
    0.144270108331213E-02
    0.150057150854807E-02
    0.156074449691279E-02
    0.162331052010192E-02
    0.168836353432605E-02
    0.175600111015663E-02
    0.182632456693675E-02
    0.189943911189989E-02
    0.197545398414279E-02
    0.205448260360228E-02
    0.213664272518889E-02
    0.222205659823346E-02
    0.231085113140628E-02
    0.240315806327140E-02
    0.249911413864183E-02
    0.259886129090475E-02
    0.270254683048837E-02
    0.281032363964556E-02
    0.292235037373169E-02
    0.303879166915693E-02
    0.315981835819614E-02
    0.328560769084134E-02
    0.341634356388467E-02
    0.355221675742051E-02
    0.369342517895900E-02
    0.384017411534288E-02
    0.399267649266254E-02
    0.415115314436401E-02
    0.431583308774522E-02
    0.448695380903713E-02
    0.466476155726551E-02
    0.484951164708869E-02
    0.504146877080566E-02
    0.524090731972731E-02
    0.544811171510192E-02
    0.566337674878307E-02
    0.588700793382580E-02
    0.611932186519006E-02
    0.636064659072979E-02
    0.661132199263784E-02
    0.687170017951146E-02
    0.714214588919718E-02
    0.742303690256043E-02
    0.771476446832444E-02
    0.801773373910550E-02
    0.833236421876516E-02
    0.865909022118245E-02
    0.899836134053773E-02
    0.935064293318580E-02
    0.971641661117540E-02
    0.100961807474612E-01
    0.104904509928168E-01
    0.108997608044572E-01
    0.113246619863403E-01
    0.117657252410957E-01
    0.122235407335088E-01
    0.126987186654303E-01
    0.131918898619887E-01
    0.137037063689162E-01
    0.142348420607824E-01
    0.147859932598712E-01
    0.153578793653969E-01
    0.159512434927294E-01
    0.165668531222193E-01
    0.172055007572036E-01
    0.178680045906423E-01
    0.185552091798598E-01
    0.192679861287572E-01
    0.200072347767936E-01
    0.207738828940202E-01
    0.215688873812289E-01
    0.223932349743978E-01
    0.232479429523803E-01
    0.241340598467799E-01
    0.250526661528172E-01
    0.260048750398573E-01
    0.269918330603021E-01
    0.280147208552863E-01
    0.290747538556819E-01
    0.301731829765270E-01
    0.313112953031393E-01
    0.324904147669422E-01
    0.337119028088270E-01
    0.349771590280346E-01
    0.362876218137048E-01
    0.376447689569939E-01
    0.390501182408283E-01
    0.405052280045353E-01
    0.420116976803386E-01
    0.435711682982170E-01
    0.451853229561428E-01
    0.468558872518431E-01
    0.485846296726827E-01
    0.503733619392142E-01
    0.522239392984913E-01
    0.541382607629036E-01
    0.561182692896727E-01
    0.581659518970600E-01
    0.602833397107426E-01
    0.624725079366161E-01
    0.647355757539117E-01
    0.670747061232290E-01
